Date planifiée,Mois,Moment de la journée,Id BT,Statut BT,No.local,Description local,No.tâche,Description tâche,Nom route,Nom utilisateur,Temps planifié,Date originale,Date planifiée.1,Date exécutée,Temps réel,Type,Mois_Année,Bâtiment,Retard (jours)
2025-05-29,mai,Jour,60214496,Non-fait,1-008,Commis,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 3 - jour La Source,,0.25,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215067,Non-fait,164,Classe 1er cycle,Vpoubelle,Vider poubelles et recupération,Route 3 - jour La Source,,0.75,2025-05-28 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60214625,Non-fait,1-014,Bureau,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 3 - jour La Source,,0.25,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215391,Non-fait,119-2,Escalier,Lplanchmo,Laver plancher moppe 24 oz,Route 3 - jour La Source,,1.0,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215432,Non-fait,261,Classe 1er cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215433,Non-fait,261,Classe 1er cycle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215434,Non-fait,261,Classe 1er cycle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215441,Non-fait,265,Classe 2e cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215285,Non-fait,119-1,Escalier,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 3 - jour La Source,,0.25,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215335,Non-fait,150,Classe maternelle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60214628,Non-fait,1-014,Bureau,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 3 - jour La Source,,0.05,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215431,Non-fait,258,Classe 1er cycle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60088590,Non-fait,040-B2,Vestiaire sportif,Rdistrib,"Remplir distributeurs savon et papier( essuie-mains, toilettes)",Route 2 - jour Entre-Lacs,,1.21,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60086477,Non-fait,108-B1,Bureau admin,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 1 - jour Bellecombe,,0.25,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-29,mai,Jour,60088784,Non-fait,266-B2,Classe 2e cycle,Ntable,Nettoyer table,Route 2 - jour Entre-Lacs,,7.5,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60088786,Non-fait,267-B2,Classe 2e cycle,Nchaise,Nettoyer chaises,Route 2 - jour Entre-Lacs,,3.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60088787,Non-fait,267-B2,Classe 2e cycle,Ntable,Nettoyer table,Route 2 - jour Entre-Lacs,,7.5,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60215381,Non-fait,1-016,Escalier,Vplanch36,"Vadrouiller plancher 36""",Route 3 - jour La Source,,1.27,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215428,Non-fait,257,Classe maternelle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215383,Non-fait,1-016,Escalier,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 3 - jour La Source,,0.05,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215336,Non-fait,150,Classe maternelle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60086866,Non-fait,040-B2,Vestiaire sportif,Ndivtoil,Nettoyer divisions des toilettes,Route 2 - jour Entre-Lacs,,1.0,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60215417,Non-fait,250,Classe maternelle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215418,Non-fait,250,Classe maternelle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215419,Non-fait,250,Classe maternelle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215430,Non-fait,258,Classe 1er cycle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215394,Non-fait,119-2,Escalier,Drampes,Desinfecter rampes et main courantes,Route 3 - jour La Source,,0.33,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60088611,Non-fait,044-B2,Vestiaire sportif,Vplanch36,"Vadrouiller plancher 36""",Route 2 - jour Entre-Lacs,,3.5,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60086448,Non-fait,1-014-B1,Bureau,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 1 - jour Bellecombe,,0.25,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-29,mai,Jour,60088592,Non-fait,040-B2,Vestiaire sportif,Vpoubelle,Vider poubelles et recupération,Route 2 - jour Entre-Lacs,,0.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60088619,Non-fait,044-B2,Vestiaire sportif,Vpoubelle,Vider poubelles et recupération,Route 2 - jour Entre-Lacs,,0.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60214376,Non-fait,135,Bureau,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 3 - jour La Source,,0.25,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60088618,Non-fait,044-B2,Vestiaire sportif,Nbanc,Nettoyer banc,Route 2 - jour Entre-Lacs,,2.0,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60088614,Non-fait,044-B2,Vestiaire sportif,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 2 - jour Entre-Lacs,,0.25,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60088591,Non-fait,040-B2,Vestiaire sportif,Nbanc,Nettoyer banc,Route 2 - jour Entre-Lacs,,2.0,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60214377,Non-fait,135,Bureau,Nmobilier,"Nettoyer le mobilier ( chaise,bureau,tablette,lampe, bord de fenetre, interrupteur, poignee porte))",Route 3 - jour La Source,,0.54,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215184,Non-fait,264,Classe 1er cycle,Vpoubelle,Vider poubelles et recupération,Route 3 - jour La Source,,0.75,2025-05-28 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215190,Non-fait,265,Classe 2e cycle,Vpoubelle,Vider poubelles et recupération,Route 3 - jour La Source,,0.75,2025-05-28 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60215172,Non-fait,261,Classe 1er cycle,Vpoubelle,Vider poubelles et recupération,Route 3 - jour La Source,,0.75,2025-05-28 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60214654,Non-fait,108,Bureau admin,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 3 - jour La Source,,0.25,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60088613,Non-fait,044-B2,Vestiaire sportif,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 2 - jour Entre-Lacs,,0.05,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60215357,Non-fait,164,Classe 1er cycle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60086874,Non-fait,040-B2,Vestiaire sportif,Lbasmurs,Nettoyer murs autour des poubelle et des séchoirs a main,Route 2 - jour Entre-Lacs,,0.0,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60086978,Non-fait,135-B2,Bureau admin,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 2 - jour Entre-Lacs,,0.05,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60215282,Non-fait,119-1,Escalier,Vplanch36,"Vadrouiller plancher 36""",Route 3 - jour La Source,,0.59,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60214498,Non-fait,1-008,Commis,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60088585,Non-fait,040-B2,Vestiaire sportif,Lplanchmo,Laver plancher moppe 24 oz,Route 2 - jour Entre-Lacs,,3.29,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60088586,Non-fait,040-B2,Vestiaire sportif,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 2 - jour Entre-Lacs,,0.05,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-29,mai,Jour,60215475,Non-fait,110,Gymnase,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 3 - jour La Source,,0.05,2025-05-29 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-29,mai,Jour,60086976,Non-fait,135-B2,Bureau admin,Nmobilier,"Nettoyer le mobilier ( chaise,bureau,tablette,lampe, bord de fenetre, interrupteur, poignee porte))",Route 2 - jour Entre-Lacs,,0.54,2025-05-26 00:00:00,2025-05-29 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089413,Non-fait,265-B2,Classe 2e cycle,Vplanch24,"Vadrouiller sols 24""",Route 2 - jour Entre-Lacs,,6.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089411,Non-fait,265-B2,Classe 2e cycle,Ntable,Nettoyer table,Route 2 - jour Entre-Lacs,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089414,Non-fait,265-B2,Classe 2e cycle,Ncomptoir,Nettoyer comptoir,Route 2 - jour Entre-Lacs,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60215740,Non-fait,265,Classe 2e cycle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089332,Non-fait,1-018-B2,Corridor,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 2 - jour Entre-Lacs,,0.05,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089410,Non-fait,265-B2,Classe 2e cycle,Nchaise,Nettoyer chaises,Route 2 - jour Entre-Lacs,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089359,Non-fait,213-B2,Corridor,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 2 - jour Entre-Lacs,,0.05,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089409,Non-fait,265-B2,Classe 2e cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 2 - jour Entre-Lacs,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089415,Non-fait,266-B2,Classe 2e cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 2 - jour Entre-Lacs,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089336,Non-fait,119-2-B2,Escalier,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 2 - jour Entre-Lacs,,0.05,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089416,Non-fait,266-B2,Classe 2e cycle,Nchaise,Nettoyer chaises,Route 2 - jour Entre-Lacs,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089102,Non-fait,266-B1,Classe 2e cycle,Ncomptoir,Nettoyer comptoir,Route 1 - jour Bellecombe,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089419,Non-fait,266-B2,Classe 2e cycle,Vplanch24,"Vadrouiller sols 24""",Route 2 - jour Entre-Lacs,,6.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089337,Non-fait,119-2-B2,Escalier,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 2 - jour Entre-Lacs,,0.25,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089407,Non-fait,264-B2,Classe 1er cycle,Vplanch24,"Vadrouiller sols 24""",Route 2 - jour Entre-Lacs,,5.25,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089080,Non-fait,262-B1,Classe 1er cycle,Nchaise,Nettoyer chaises,Route 1 - jour Bellecombe,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60215697,Non-fait,255,Classe maternelle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089075,Non-fait,261-B1,Classe 1er cycle,Ntable,Nettoyer table,Route 1 - jour Bellecombe,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60215734,Non-fait,264,Classe 1er cycle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089072,Non-fait,258-B1,Classe 1er cycle,Ncomptoir,Nettoyer comptoir,Route 1 - jour Bellecombe,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089361,Non-fait,250-B2,Classe maternelle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 2 - jour Entre-Lacs,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60215733,Non-fait,264,Classe 1er cycle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089425,Non-fait,267-B2,Classe 2e cycle,Vplanch24,"Vadrouiller sols 24""",Route 2 - jour Entre-Lacs,,6.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089083,Non-fait,262-B1,Classe 1er cycle,Vplanch24,"Vadrouiller sols 24""",Route 1 - jour Bellecombe,,5.25,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089084,Non-fait,262-B1,Classe 1er cycle,Ncomptoir,Nettoyer comptoir,Route 1 - jour Bellecombe,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089085,Non-fait,264-B1,Classe 1er cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 1 - jour Bellecombe,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089362,Non-fait,250-B2,Classe maternelle,Nchaise,Nettoyer chaises,Route 2 - jour Entre-Lacs,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60215726,Non-fait,262,Classe 1er cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60215702,Non-fait,256,Classe maternelle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089423,Non-fait,267-B2,Classe 2e cycle,Ntable,Nettoyer table,Route 2 - jour Entre-Lacs,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089417,Non-fait,266-B2,Classe 2e cycle,Ntable,Nettoyer table,Route 2 - jour Entre-Lacs,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60215700,Non-fait,255,Classe maternelle,Vplanch24,"Vadrouiller sols 24""",Route 3 - jour La Source,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089383,Non-fait,257-B2,Classe maternelle,Vplanch24,"Vadrouiller sols 24""",Route 2 - jour Entre-Lacs,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60215703,Non-fait,256,Classe maternelle,Nchaise,Nettoyer chaises,Route 3 - jour La Source,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60215698,Non-fait,255,Classe maternelle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60215706,Non-fait,256,Classe maternelle,Vplanch24,"Vadrouiller sols 24""",Route 3 - jour La Source,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60215704,Non-fait,256,Classe maternelle,Ntable,Nettoyer table,Route 3 - jour La Source,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089321,Non-fait,1-010-B2,Corridor,Vplanch60,"Vadrouiller plancher 60""",Route 2 - jour Entre-Lacs,,2.64,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089089,Non-fait,264-B1,Classe 1er cycle,Vplanch24,"Vadrouiller sols 24""",Route 1 - jour Bellecombe,,5.25,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089090,Non-fait,264-B1,Classe 1er cycle,Ncomptoir,Nettoyer comptoir,Route 1 - jour Bellecombe,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089325,Non-fait,1-016-B2,Escalier,Vplanch36,"Vadrouiller plancher 36""",Route 2 - jour Entre-Lacs,,1.27,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
